date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,Year,Month,Hour
2019-01-01 00:00:00,9.2305,71.437454,4.3305,7.822397,0.0,0.0,0.0,0.0,1020.6,980.45135,0.0,0.0,0.0,0.0,0.35999998,3.219938,270.0,63.435013,2.16,2019,1,0
2019-01-01 01:00:00,9.2805,70.453354,4.1805,7.632148,0.0,0.0,0.0,0.0,1021.1,980.93854,0.0,0.0,0.0,0.0,1.8,1.835647,270.0,101.3099,2.16,2019,1,1
2019-01-01 02:00:00,8.0305,81.07393,4.9805,6.215227,0.0,0.0,0.0,0.0,1022.0,981.6287,0.0,0.0,0.0,0.0,4.072935,3.0758414,224.9999,159.44388,4.68,2019,1,2
2019-01-01 03:00:00,10.9805,67.43343,5.1805,9.39171,0.0,0.0,0.0,0.0,1023.2,983.1912,0.0,0.0,0.0,0.0,2.8116899,4.3349743,219.80553,175.23645,10.440001,2019,1,3
2019-01-01 04:00:00,14.3805,56.849022,5.9305,13.207876,0.0,0.0,0.0,0.0,1023.4,983.84534,0.0,0.0,0.0,0.0,1.08,1.8,180.0,180.0,11.159999,2019,1,4
2019-01-01 05:00:00,17.4305,47.10856,6.0305004,16.247944,0.0,0.0,0.0,0.0,1022.7,983.5777,0.0,0.0,0.0,0.0,1.2979984,1.609969,123.690094,116.56499,12.24,2019,1,5
2019-01-01 06:00:00,19.880499,37.18656,4.8305,18.926025,0.0,0.0,0.0,0.0,1021.4,982.64685,0.0,0.0,0.0,0.0,1.484318,1.9386592,104.03627,111.801476,13.679999,2019,1,6
2019-01-01 07:00:00,21.630499,29.320036,2.9805,20.700817,0.0,0.0,0.0,0.0,1020.2,981.717,0.0,0.0,0.0,0.0,1.2979984,1.2979984,56.309914,56.309914,13.679999,2019,1,7
2019-01-01 08:00:00,22.6805,25.616997,1.9805,21.31177,0.0,0.0,0.0,0.0,1018.9,980.5994,0.0,0.0,0.0,0.0,2.0991426,2.6208394,30.963696,15.945477,13.679999,2019,1,8
2019-01-01 09:00:00,23.1805,26.308033,2.7805,21.229305,0.0,0.0,0.0,0.0,1018.4,980.18134,0.0,0.0,0.0,0.0,3.0547013,3.396233,44.999897,32.005356,13.679999,2019,1,9
2019-01-01 10:00:00,23.1805,28.232529,3.7805,21.098597,0.0,0.0,0.0,0.0,1018.2,979.98883,0.0,0.0,0.0,0.0,4.2136917,4.829907,70.01681,63.435013,13.32,2019,1,10
2019-01-01 11:00:00,22.030499,33.15562,5.0805,19.860336,0.0,0.0,0.0,0.0,1018.2,979.84344,0.0,0.0,0.0,0.0,6.638072,11.013882,102.5288,101.3099,12.959999,2019,1,11
2019-01-01 12:00:00,17.9305,39.99455,4.1305003,15.451509,0.0,0.0,0.0,0.0,1018.2,979.3154,0.0,0.0,0.0,0.0,7.42159,14.707222,104.03627,111.541046,12.24,2019,1,12
2019-01-01 13:00:00,15.7805,46.15946,4.2305,13.065807,0.0,0.0,0.0,0.0,1018.8,979.60956,0.0,0.0,0.0,0.0,9.178235,11.090103,78.6901,103.13403,11.5199995,2019,1,13
2019-01-01 14:00:00,14.5305,50.90283,4.4805,11.892708,0.0,0.0,0.0,0.0,1019.5,980.11615,0.0,0.0,0.0,0.0,9.0,10.308831,36.86999,77.90526,11.5199995,2019,1,14
2019-01-01 15:00:00,14.0305,52.576283,4.4805,11.788391,0.0,0.0,0.0,0.0,1019.9,980.43396,0.0,0.0,0.0,0.0,6.28713,10.00256,13.240531,59.743652,10.440001,2019,1,15
2019-01-01 16:00:00,13.330501,56.779076,4.9305,11.117869,0.0,0.0,0.0,0.0,1020.1,980.5317,0.0,0.0,0.0,0.0,6.725354,13.513193,15.524177,48.2398,11.5199995,2019,1,16
2019-01-01 17:00:00,12.3805,59.79112,4.7805004,10.0673275,0.0,0.0,0.0,0.0,1020.2,980.49945,0.0,0.0,0.0,0.0,7.2,17.10284,36.86999,59.656826,11.5199995,2019,1,17
2019-01-01 18:00:00,11.6805,60.67314,4.3305,9.247696,0.0,0.0,0.0,0.0,1020.0,980.212,0.0,0.0,0.0,0.0,7.386582,18.388212,46.97493,66.94868,12.24,2019,1,18
2019-01-01 19:00:00,10.830501,64.18737,4.3305,8.424925,0.0,0.0,0.0,0.0,1019.6,979.7113,0.0,0.0,0.0,0.0,7.2,17.58481,36.86999,67.10942,12.599999,2019,1,19
2019-01-01 20:00:00,10.1305,68.438965,4.5805,7.9090977,0.0,0.0,0.0,0.0,1019.3,979.3268,0.0,0.0,0.0,0.0,6.28713,14.658676,23.629398,65.32315,12.24,2019,1,20
2019-01-01 21:00:00,9.4805,72.4905,4.7805004,7.4023457,0.0,0.0,0.0,0.0,1019.2,979.1411,0.0,0.0,0.0,0.0,5.5887027,12.413477,14.931467,60.461315,11.159999,2019,1,21
2019-01-01 22:00:00,8.7305,77.317924,4.9805,6.562793,0.0,0.0,0.0,0.0,1019.1,978.94086,0.0,0.0,0.0,0.0,6.489992,12.181625,33.6901,71.0295,9.36,2019,1,22
2019-01-01 23:00:00,8.4805,78.91079,5.0305004,6.468417,0.0,0.0,0.0,0.0,1018.9,978.7139,0.0,0.0,0.0,0.0,5.495161,11.726277,31.607454,72.12121,9.0,2019,1,23
2019-01-02 00:00:00,7.8305,86.57686,5.7305,6.136697,0.0,0.0,0.0,0.0,1019.2,978.9115,0.0,0.0,0.0,0.0,4.3498964,7.5685663,24.443953,87.27374,8.64,2019,1,0
2019-01-02 01:00:00,7.5305004,88.364975,5.7305,5.7569485,0.0,0.0,0.0,0.0,1019.6,979.25366,0.0,0.0,0.0,0.0,4.896529,5.771239,17.102825,93.57626,6.8399997,2019,1,1
2019-01-02 02:00:00,8.8805,81.4705,5.8805003,7.4311533,0.0,0.0,0.0,0.0,1020.5,980.3068,0.0,0.0,0.0,0.0,2.9024127,5.8603754,29.744795,100.619606,7.2,2019,1,2
2019-01-02 03:00:00,11.7305,68.060165,6.0305004,10.366803,0.0,0.0,0.0,0.0,1021.8,981.9485,0.0,0.0,0.0,0.0,2.5455842,5.1544156,44.999897,102.09474,10.08,2019,1,3
2019-01-02 04:00:00,15.2305,54.567772,6.1305003,13.99773,0.0,0.0,0.0,0.0,1022.2,982.8056,0.0,0.0,0.0,0.0,1.8,2.6208394,90.0,105.945465,11.5199995,2019,1,4
2019-01-02 05:00:00,18.5805,44.126816,6.1305003,17.347,0.0,0.0,0.0,0.0,1022.0,983.0553,0.0,0.0,0.0,0.0,1.8,2.1897945,90.0,99.46225,12.959999,2019,1,5
2019-01-02 06:00:00,21.3305,36.453175,5.8305,20.496855,0.0,0.0,0.0,0.0,1020.5,981.9672,0.0,0.0,0.0,0.0,1.609969,2.0991426,116.56499,120.96369,13.32,2019,1,6
2019-01-02 07:00:00,23.3305,30.641146,5.0805,22.729248,0.0,0.0,0.0,0.0,1019.1,980.8738,0.0,0.0,0.0,0.0,1.2979984,1.8,123.690094,143.13002,13.679999,2019,1,7
2019-01-02 08:00:00,24.530499,28.016962,4.8305,23.910189,0.0,0.0,0.0,0.0,1017.8,979.7732,0.0,0.0,0.0,0.0,0.35999998,0.5091169,360.0,315.0001,13.32,2019,1,8
2019-01-02 09:00:00,24.9305,27.739187,5.0305004,23.272339,0.0,0.0,0.0,0.0,1017.5,979.5341,0.0,0.0,0.0,0.0,3.671294,4.6800003,348.6901,337.3801,14.4,2019,1,9
2019-01-02 10:00:00,24.880499,29.005718,5.6305003,23.39606,0.0,0.0,0.0,0.0,1017.5,979.52795,0.0,0.0,0.0,0.0,2.7416782,3.2599385,23.198618,6.3401003,14.4,2019,1,10
2019-01-02 11:00:00,23.880499,36.930115,8.2805,22.899248,0.0,0.0,0.0,0.0,1017.8,979.69183,0.0,0.0,0.0,0.0,3.6179552,6.130579,95.7105,93.366394,10.440001,2019,1,11
2019-01-02 12:00:00,19.0805,48.8781,8.080501,17.239138,0.0,0.0,0.0,0.0,1017.6,978.8878,0.0,0.0,0.0,0.0,9.178235,9.793059,41.82009,36.027473,11.159999,2019,1,12
2019-01-02 13:00:00,18.3305,47.84775,7.0805,16.458498,0.0,0.0,0.0,0.0,1018.5,979.6562,0.0,0.0,0.0,0.0,7.69592,16.73516,10.784258,18.824812,12.24,2019,1,13
2019-01-02 14:00:00,17.3305,46.5949,5.7805004,14.829386,0.0,0.0,0.0,0.0,1019.4,980.39105,0.0,0.0,0.0,0.0,9.9571085,22.127556,12.528798,21.974566,16.199999,2019,1,14
2019-01-02 15:00:00,16.5805,47.69219,5.4305,14.020998,0.0,0.0,0.0,0.0,1020.0,980.8693,0.0,0.0,0.0,0.0,9.83268,23.113008,23.749514,37.405437,17.64,2019,1,15
2019-01-02 16:00:00,15.2305,52.713776,5.6305003,12.857471,0.0,0.0,0.0,0.0,1020.2,980.8826,0.0,0.0,0.0,0.0,8.854829,21.758419,26.564985,38.955917,16.919998,2019,1,16
2019-01-02 17:00:00,14.080501,58.76958,6.1305003,11.858078,0.0,0.0,0.0,0.0,1020.5,981.0175,0.0,0.0,0.0,0.0,8.587338,20.620804,33.023872,45.707233,14.759999,2019,1,17
2019-01-02 18:00:00,13.080501,64.25023,6.4805,10.992227,0.0,0.0,0.0,0.0,1020.3,980.69025,0.0,0.0,0.0,0.0,8.217153,19.85556,28.810698,44.999897,14.4,2019,1,18
2019-01-02 19:00:00,12.2305,68.87029,6.6805,10.324101,0.0,0.0,0.0,0.0,1020.2,980.479,0.0,0.0,0.0,0.0,7.289445,19.107151,32.905247,47.290634,13.679999,2019,1,19
2019-01-02 20:00:00,11.4305,73.35251,6.8305,9.631876,0.0,0.0,0.0,0.0,1020.2,980.3702,0.0,0.0,0.0,0.0,6.792466,18.11841,32.005356,49.02836,11.879999,2019,1,20
2019-01-02 21:00:00,10.6805,77.094826,6.8305,8.954084,0.0,0.0,0.0,0.0,1019.8,979.88306,0.0,0.0,0.0,0.0,6.297428,16.831684,30.963696,48.468323,10.440001,2019,1,21
