date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,Year,Month,Hour
2024-01-01 00:00:00,12.4305,98.04798,12.1305,12.203569,0.0,0.0,0.0,0.0,1016.8,977.2386,0.0,0.0,0.0,0.0,6.1094027,11.966954,44.999897,74.2913,10.08,2024,1,0
2024-01-01 01:00:00,12.0305,98.69082,11.830501,11.8179455,0.0,0.0,0.0,0.0,1017.8,978.1453,4.5,5.0,0.0,0.0,5.3517847,11.177405,42.27363,75.068535,10.799999,2024,1,1
2024-01-01 02:00:00,12.330501,98.69388,12.1305,11.991522,0.0,0.0,0.0,0.0,1018.3,978.6666,10.799999,12.0,0.0,0.0,6.8777895,11.177405,42.878906,75.068535,10.440001,2024,1,2
2024-01-01 03:00:00,14.2805,91.59476,12.9305,14.205921,0.0,0.0,0.0,0.0,1018.9,979.50604,2.6999998,3.0,0.0,0.0,6.8777895,12.904882,47.12111,67.01126,14.759999,2024,1,3
2024-01-01 04:00:00,16.630499,83.54241,13.830501,16.851599,0.0,0.0,0.0,0.0,1019.4,980.29913,0.9,1.0,0.0,0.0,6.989936,10.00256,55.491425,59.743652,17.64,2024,1,4
2024-01-01 05:00:00,18.9305,76.36496,14.6805,19.545666,0.0,0.0,0.0,0.0,1018.9,980.11896,0.0,0.0,0.0,0.0,6.4096174,8.0899935,51.842735,57.724377,18.0,2024,1,5
2024-01-01 06:00:00,20.880499,70.33827,15.2805,22.033756,0.0,0.0,0.0,0.0,1017.9,979.4079,6.3,1.0,9.0,0.0,5.8603754,7.145796,47.489597,49.085716,18.0,2024,1,6
2024-01-01 07:00:00,22.1805,67.288666,15.830501,23.778065,0.0,0.0,0.0,0.0,1016.3,978.0339,24.6,2.0,38.0,0.0,4.8433046,5.904439,48.01287,52.431335,17.64,2024,1,7
2024-01-01 08:00:00,22.9805,64.715675,15.9805,24.474243,0.0,0.0,0.0,0.0,1015.2,977.07605,28.5,13.0,28.0,0.0,3.8268526,4.5820518,41.185837,44.999897,15.84,2024,1,8
2024-01-01 09:00:00,23.630499,62.823284,16.130499,24.999954,0.0,0.0,0.0,0.0,1014.3,976.2915,10.8,0.0,18.0,0.0,5.0911684,6.3690495,44.999897,47.290634,14.759999,2024,1,9
2024-01-01 10:00:00,23.7305,61.654125,15.9305,24.775265,0.0,0.0,0.0,0.0,1014.0,976.01544,12.3,5.0,11.0,4.0,6.763786,8.373386,25.201094,25.463305,16.199999,2024,1,10
