date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,Year,Month,Hour
2022-01-01 00:00:00,9.1305,95.70508,8.4805,8.027746,0.0,0.0,0.0,0.0,1022.2,981.97455,3.3000002,0.0,0.0,11.0,4.829907,10.805998,26.564985,60.018444,10.440001,2022,1,0
2022-01-01 01:00:00,9.0305,96.35221,8.4805,7.832445,0.0,0.0,0.0,0.0,1022.9,982.63306,6.0,3.0,0.0,11.0,5.4833565,10.315115,23.198618,60.75127,7.2,2022,1,1
2022-01-01 02:00:00,9.830501,95.406525,9.1305,8.665841,0.0,0.0,0.0,0.0,1023.6,983.41656,6.0,0.0,0.0,20.0,6.439876,11.4862,26.564985,57.804302,9.72,2022,1,2
2022-01-01 03:00:00,12.080501,87.86882,10.1305,11.243286,0.0,0.0,0.0,0.0,1024.3,984.399,22.5,1.0,0.0,72.0,6.1094027,12.413477,44.999897,60.461315,13.679999,2022,1,3
2022-01-01 04:00:00,14.3805,79.23984,10.830501,13.674276,0.0,0.0,0.0,0.0,1024.6,984.9989,27.900002,1.0,0.0,90.0,6.6185193,9.227524,67.61982,69.44388,16.919998,2022,1,4
2022-01-01 05:00:00,16.380499,70.39722,10.9805,15.532743,0.0,0.0,0.0,0.0,1024.2,984.8817,30.000002,0.0,0.0,100.0,7.8954163,10.163227,65.77226,67.06787,19.8,2022,1,5
2022-01-01 06:00:00,17.7305,63.564713,10.7305,16.923262,0.0,0.0,0.0,0.0,1023.1,984.0019,36.300003,7.0,0.0,100.0,7.10031,8.707237,59.53454,60.255207,20.16,2022,1,6
2022-01-01 07:00:00,18.780499,59.31457,10.6805,18.395647,0.0,0.0,0.0,0.0,1021.9,982.98517,37.5,37.0,0.0,14.0,5.3517847,6.8777895,47.72637,47.12111,19.08,2022,1,7
2022-01-01 08:00:00,19.630499,57.19869,10.9305,19.577742,0.0,0.0,0.0,0.0,1020.6,981.845,37.2,8.0,0.0,100.0,4.6938257,5.495161,32.471172,31.607454,16.919998,2022,1,8
2022-01-01 09:00:00,19.9305,57.653404,11.330501,19.42138,0.0,0.0,0.0,0.0,1019.8,981.1141,34.5,5.0,0.0,100.0,6.297428,7.4128532,30.963696,29.054508,16.56,2022,1,9
2022-01-01 10:00:00,19.8305,58.784363,11.5305,19.298838,0.0,0.0,0.0,0.0,1019.4,980.7162,26.400002,0.0,0.0,88.0,6.8777895,8.714677,42.878906,38.290207,16.56,2022,1,10
2022-01-01 11:00:00,19.2305,61.828514,11.7305,18.846518,0.0,0.0,0.0,0.0,1019.3,980.5426,8.700001,0.0,0.0,29.0,6.297428,8.78872,59.03632,55.0079,15.84,2022,1,11
2022-01-01 12:00:00,15.9305,82.91744,13.0305,15.730331,0.0,0.0,0.0,0.0,1019.3,980.1105,3.3,2.0,0.0,5.0,7.968939,9.0,108.43504,90.0,11.5199995,2022,1,12
2022-01-01 13:00:00,15.4305,83.40195,12.6305,15.29277,0.0,0.0,0.0,0.0,1020.3,981.00543,13.5,7.0,0.0,24.0,6.6185193,9.0,67.61982,73.73973,9.72,2022,1,13
2022-01-01 14:00:00,13.6305,90.655365,12.1305,13.400322,0.0,0.0,0.0,0.0,1021.0,981.43744,1.8,2.0,0.0,0.0,6.130579,10.00256,3.3664,30.256361,8.64,2022,1,14
2022-01-01 15:00:00,12.7805,91.19777,11.3805,12.367229,0.0,0.0,0.0,0.0,1021.7,981.9953,5.4,0.0,0.0,18.0,5.7599998,11.440979,360.0,24.145542,8.28,2022,1,15
