date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,Year,Month,Hour
2011-01-01 00:00:00,9.565499,88.24016,7.7155004,7.812357,0.0,0.0,0.0,0.0,1014.9,975.02185,0.0,0.0,0.0,0.0,7.9526596,20.523155,354.80566,358.99493,17.28,2011,1,0
2011-01-01 01:00:00,8.9155,90.62784,7.4655004,7.2613945,0.0,0.0,0.0,0.0,1015.4,975.4123,0.0,0.0,0.0,0.0,6.849467,18.36353,356.98727,1.1232841,16.56,2011,1,1
2011-01-01 02:00:00,8.5155,92.47761,7.3655,6.943281,0.0,0.0,0.0,0.0,1016.1,976.02924,0.0,0.0,0.0,0.0,6.12,15.905319,360.0,5.19435,14.04,2011,1,2
2011-01-01 03:00:00,11.5155,82.93144,8.7155,10.337213,0.0,0.0,0.0,0.0,1016.9,977.2103,0.0,0.0,0.0,0.0,5.771239,11.252519,3.5762644,7.3522935,16.199999,2011,1,3
2011-01-01 04:00:00,13.9155,70.392044,8.6154995,12.542404,0.0,0.0,0.0,0.0,1017.6,978.20746,0.0,0.0,0.0,0.0,6.924738,9.114471,8.97255,9.090207,19.8,2011,1,4
2011-01-01 05:00:00,16.0655,56.690723,7.4655004,14.244051,0.0,0.0,0.0,0.0,1017.4,978.30115,0.0,0.0,0.0,0.0,7.9932976,10.495713,7.7650824,5.9060555,22.68,2011,1,5
2011-01-01 06:00:00,17.8155,45.615067,5.9155,16.11673,0.0,0.0,0.0,0.0,1016.5,977.6652,0.0,0.0,0.0,0.0,9.36,11.879999,360.0,360.0,24.48,2011,1,6
2011-01-01 07:00:00,18.9155,40.55934,5.2155004,17.38111,0.0,0.0,0.0,0.0,1015.2,976.55786,0.0,0.0,0.0,0.0,9.3876505,11.928989,355.60138,354.80566,24.48,2011,1,7
2011-01-01 08:00:00,19.7155,36.623608,4.4655004,17.905409,0.0,0.0,0.0,0.0,1014.0,975.50635,0.0,0.0,0.0,0.0,9.47012,12.074766,351.2539,349.69522,24.119999,2011,1,8
2011-01-01 09:00:00,20.0655,34.241383,3.8155,17.488615,0.0,0.0,0.0,0.0,1013.0,974.58923,0.0,0.0,0.0,0.0,10.308831,13.276144,347.90527,347.4712,24.48,2011,1,9
2011-01-01 10:00:00,19.9655,33.734173,3.5154998,17.066572,0.0,0.0,0.0,0.0,1012.8,974.384,0.0,0.0,0.0,0.0,9.47012,12.371645,351.2539,351.63422,24.48,2011,1,10
2011-01-01 11:00:00,19.3155,34.75373,3.3655,16.439856,0.0,0.0,0.0,0.0,1012.2,973.72345,0.0,0.0,0.0,0.0,9.114471,12.783802,350.9098,350.2725,23.4,2011,1,11
2011-01-01 12:00:00,17.9155,40.27151,4.2155004,15.323822,0.0,0.0,0.0,0.0,1012.8,974.11975,0.0,0.0,0.0,0.0,8.311245,13.75558,355.03033,353.9911,18.0,2011,1,12
2011-01-01 13:00:00,16.365501,44.733868,4.3155003,13.640354,0.0,0.0,0.0,0.0,1013.1,974.206,0.0,0.0,0.0,0.0,9.3669195,14.764389,357.79745,358.60284,13.32,2011,1,13
2011-01-01 14:00:00,14.6655,51.117744,4.6655,12.009205,0.0,0.0,0.0,0.0,1013.8,974.65454,0.0,0.0,0.0,0.0,9.3876505,14.764389,355.60138,1.397161,13.32,2011,1,14
2011-01-01 15:00:00,12.8654995,59.082115,5.0655003,10.288135,0.0,0.0,0.0,0.0,1014.0,974.6059,0.0,0.0,0.0,0.0,9.422101,14.417988,353.41815,2.8623457,12.959999,2011,1,15
